,State,Year,Type of power,growthRate,capacity
1495,West Bengal,2019,Bio-Mass Power,6.6,319.92
1496,West Bengal,2019,Small Hydro Power,6.6,98.5
1497,West Bengal,2019,Solar Power,6.6,114.46
1498,West Bengal,2019,Waste to Energy ,6.6,0.0
1499,West Bengal,2019,Wind Power,6.6,0.0
1500,West Bengal,2020,Bio-Mass Power,0.81,319.92
1501,West Bengal,2020,Small Hydro Power,0.81,98.5
1502,West Bengal,2020,Solar Power,0.81,162.65
1503,West Bengal,2020,Waste to Energy ,0.81,1.17
1504,West Bengal,2020,Wind Power,0.81,0.0
1505,West Bengal,2021,Bio-Mass Power,0.81,319.92
1506,West Bengal,2021,Small Hydro Power,0.81,98.5
1507,West Bengal,2021,Solar Power,0.81,166.0
1508,West Bengal,2021,Waste to Energy ,0.81,2.53
1509,West Bengal,2021,Wind Power,0.81,0.0
1510,Jharkhand,2006,Bio-Mass Power,0.0,0.0
1511,Jharkhand,2006,Small Hydro Power,0.0,4.05
1512,Jharkhand,2006,Solar Power,0.0,0.0
1513,Jharkhand,2006,Waste to Energy,0.0,0.0
1514,Jharkhand,2006,Wind Power,0.0,0.0
1515,Jharkhand,2007,Bio-Mass Power,0.0,0.0
1516,Jharkhand,2007,Small Hydro Power,0.0,4.05
1517,Jharkhand,2007,Solar Power,0.0,0.0
1518,Jharkhand,2007,Waste to Energy,0.0,0.0
1519,Jharkhand,2007,Wind Power,0.0,0.0
1520,Jharkhand,2008,Bio-Mass Power,0.0,0.0
1521,Jharkhand,2008,Small Hydro Power,0.0,4.05
1522,Jharkhand,2008,Solar Power,0.0,0.0
1523,Jharkhand,2008,Waste to Energy,0.0,0.0
1524,Jharkhand,2008,Wind Power,0.0,0.0
1525,Jharkhand,2009,Bio-Mass Power,0.0,0.0
1526,Jharkhand,2009,Small Hydro Power,0.0,4.05
1527,Jharkhand,2009,Solar Power,0.0,0.0
1528,Jharkhand,2009,Waste to Energy,0.0,0.0
1529,Jharkhand,2009,Wind Power,0.0,0.0
1530,Jharkhand,2010,Bio-Mass Power,98.77,0.0
1531,Jharkhand,2010,Small Hydro Power,98.77,4.05
1532,Jharkhand,2010,Solar Power,98.77,0.0
1533,Jharkhand,2010,Waste to Energy,98.77,0.0
1534,Jharkhand,2010,Wind Power,98.77,0.0
1535,Jharkhand,2011,Bio-Mass Power,149.07,0.0
1536,Jharkhand,2011,Small Hydro Power,149.07,4.05
1537,Jharkhand,2011,Solar Power,149.07,4.0
1538,Jharkhand,2011,Waste to Energy,149.07,0.0
1539,Jharkhand,2011,Wind Power,149.07,0.0
1540,Jharkhand,2012,Bio-Mass Power,0.0,0.0
1541,Jharkhand,2012,Small Hydro Power,0.0,4.05
1542,Jharkhand,2012,Solar Power,0.0,16.0
1543,Jharkhand,2012,Waste to Energy,0.0,0.0
1544,Jharkhand,2012,Wind Power,0.0,0.0
1545,Jharkhand,2013,Bio-Mass Power,0.0,0.0
1546,Jharkhand,2013,Small Hydro Power,0.0,4.05
1547,Jharkhand,2013,Solar Power,0.0,16.0
1548,Jharkhand,2013,Waste to Energy,0.0,0.0
1549,Jharkhand,2013,Wind Power,0.0,0.0
1550,Jharkhand,2014,Bio-Mass Power,0.93,0.0
1551,Jharkhand,2014,Small Hydro Power,0.93,4.05
1552,Jharkhand,2014,Solar Power,0.93,16.0
1553,Jharkhand,2014,Waste to Energy,0.93,0.0
1554,Jharkhand,2014,Wind Power,0.93,0.0
1555,Jharkhand,2015,Bio-Mass Power,35.01,0.0
1556,Jharkhand,2015,Small Hydro Power,35.01,4.05
1557,Jharkhand,2015,Solar Power,35.01,16.19
1558,Jharkhand,2015,Waste to Energy,35.01,0.0
1559,Jharkhand,2015,Wind Power,35.01,0.0
1560,Jharkhand,2016,Bio-Mass Power,0.0,0.0
1561,Jharkhand,2016,Small Hydro Power,0.0,4.05
1562,Jharkhand,2016,Solar Power,0.0,23.27
1563,Jharkhand,2016,Waste to Energy,0.0,0.0
1564,Jharkhand,2016,Wind Power,0.0,0.0
1565,Jharkhand,2017,Bio-Mass Power,27.28,4.3
1566,Jharkhand,2017,Small Hydro Power,27.28,4.05
1567,Jharkhand,2017,Solar Power,27.28,25.67
1568,Jharkhand,2017,Waste to Energy,27.28,0.0
1569,Jharkhand,2017,Wind Power,27.28,0.0
1570,Jharkhand,2018,Bio-Mass Power,7.97,4.3
1571,Jharkhand,2018,Small Hydro Power,7.97,4.05
1572,Jharkhand,2018,Solar Power,7.97,34.95
1573,Jharkhand,2018,Waste to Energy ,7.97,0.0
1574,Jharkhand,2018,Wind Power,7.97,0.0
1575,Jharkhand,2019,Bio-Mass Power,29.2,4.3
1576,Jharkhand,2019,Small Hydro Power,29.2,4.05
1577,Jharkhand,2019,Solar Power,29.2,38.4
1578,Jharkhand,2019,Waste to Energy ,29.2,0.0
1579,Jharkhand,2019,Wind Power,29.2,0.0
1580,Jharkhand,2020,Bio-Mass Power,24.2,4.3
1581,Jharkhand,2020,Small Hydro Power,24.2,4.05
1582,Jharkhand,2020,Solar Power,24.2,69.86
1583,Jharkhand,2020,Waste to Energy ,24.2,0.0
1584,Jharkhand,2020,Wind Power,24.2,0.0
1585,Jharkhand,2021,Bio-Mass Power,24.2,4.3
1586,Jharkhand,2021,Small Hydro Power,24.2,4.05
1587,Jharkhand,2021,Solar Power,24.2,88.79
1588,Jharkhand,2021,Waste to Energy ,24.2,0.0
1589,Jharkhand,2021,Wind Power,24.2,0.0
1590,Odisha,2006,Bio-Mass Power,0.0,0.0
1591,Odisha,2006,Small Hydro Power,0.0,7.3
1592,Odisha,2006,Solar Power,0.0,0.0
1593,Odisha,2006,Waste to Energy,0.0,0.0
1594,Odisha,2006,Wind Power,0.0,3.2
1595,Odisha,2007,Bio-Mass Power,33.8,0.0
1596,Odisha,2007,Small Hydro Power,33.8,32.3
1597,Odisha,2007,Solar Power,33.8,0.0
1598,Odisha,2007,Waste to Energy,33.8,0.0
1599,Odisha,2007,Wind Power,33.8,3.2
1600,Odisha,2008,Bio-Mass Power,35.37,0.0
1601,Odisha,2008,Small Hydro Power,35.37,32.3
1602,Odisha,2008,Solar Power,35.37,0.0
1603,Odisha,2008,Waste to Energy,35.37,0.0
1604,Odisha,2008,Wind Power,35.37,3.2
1605,Odisha,2009,Bio-Mass Power,0.0,0.0
1606,Odisha,2009,Small Hydro Power,0.0,64.3
1607,Odisha,2009,Solar Power,0.0,0.0
1608,Odisha,2009,Waste to Energy,0.0,0.0
1609,Odisha,2009,Wind Power,0.0,0.0
1610,Odisha,2010,Bio-Mass Power,51.32,0.0
1611,Odisha,2010,Small Hydro Power,51.32,64.3
1612,Odisha,2010,Solar Power,51.32,0.0
1613,Odisha,2010,Waste to Energy,51.32,0.0
1614,Odisha,2010,Wind Power,51.32,0.0
1615,Odisha,2011,Bio-Mass Power,0.0,20.0
1616,Odisha,2011,Small Hydro Power,0.0,64.3
1617,Odisha,2011,Solar Power,0.0,13.0
1618,Odisha,2011,Waste to Energy,0.0,0.0
1619,Odisha,2011,Wind Power,0.0,0.0
1620,Odisha,2012,Bio-Mass Power,18.32,20.0
1621,Odisha,2012,Small Hydro Power,18.32,64.3
1622,Odisha,2012,Solar Power,18.32,13.0
1623,Odisha,2012,Waste to Energy,18.32,0.0
1624,Odisha,2012,Wind Power,18.32,0.0
1625,Odisha,2013,Bio-Mass Power,31.63,20.0
1626,Odisha,2013,Small Hydro Power,31.63,64.63
1627,Odisha,2013,Solar Power,31.63,30.5
1628,Odisha,2013,Waste to Energy,31.63,0.0
1629,Odisha,2013,Wind Power,31.63,0.0
1630,Odisha,2014,Bio-Mass Power,30.21,20.0
1631,Odisha,2014,Small Hydro Power,30.21,64.63
1632,Odisha,2014,Solar Power,30.21,31.76
1633,Odisha,2014,Waste to Energy,30.21,0.0
1634,Odisha,2014,Wind Power,30.21,0.0
1635,Odisha,2015,Bio-Mass Power,28.31,20.0
1636,Odisha,2015,Small Hydro Power,28.31,64.63
1637,Odisha,2015,Solar Power,28.31,66.92
1638,Odisha,2015,Waste to Energy,28.31,0.0
1639,Odisha,2015,Wind Power,28.31,0.0
1640,Odisha,2016,Bio-Mass Power,0.0,50.4
1641,Odisha,2016,Small Hydro Power,0.0,64.63
1642,Odisha,2016,Solar Power,0.0,79.42
1643,Odisha,2016,Waste to Energy,0.0,0.0
1644,Odisha,2016,Wind Power,0.0,0.0
1645,Odisha,2017,Bio-Mass Power,154.93,59.22
1646,Odisha,2017,Small Hydro Power,154.93,64.63
1647,Odisha,2017,Solar Power,154.93,79.57
1648,Odisha,2017,Waste to Energy,154.93,0.0
1649,Odisha,2017,Wind Power,154.93,0.0
1650,Odisha,2018,Bio-Mass Power,0.6,59.22
1651,Odisha,2018,Small Hydro Power,0.6,64.63
1652,Odisha,2018,Solar Power,0.6,394.73
1653,Odisha,2018,Waste to Energy ,0.6,0.0
1654,Odisha,2018,Wind Power,0.6,0.0
1655,Odisha,2019,Bio-Mass Power,5.3,59.22
1656,Odisha,2019,Small Hydro Power,5.3,64.63
1657,Odisha,2019,Solar Power,5.3,397.84
1658,Odisha,2019,Waste to Energy ,5.3,0.0
1659,Odisha,2019,Wind Power,5.3,0.0
1660,Odisha,2020,Bio-Mass Power,7.62,59.22
1661,Odisha,2020,Small Hydro Power,7.62,88.63
1662,Odisha,2020,Solar Power,7.62,425.53
1663,Odisha,2020,Waste to Energy ,7.62,0.0
1664,Odisha,2020,Wind Power,7.62,0.0
1665,Odisha,2021,Bio-Mass Power,7.62,59.22
1666,Odisha,2021,Small Hydro Power,7.62,106.63
1667,Odisha,2021,Solar Power,7.62,451.24
1668,Odisha,2021,Waste to Energy ,7.62,0.0
1669,Odisha,2021,Wind Power,7.62,0.0
1670,Chhattisgarh,2006,Bio-Mass Power,0.0,113.3
1671,Chhattisgarh,2006,Small Hydro Power,0.0,18.05
1672,Chhattisgarh,2006,Solar Power,0.0,0.0
1673,Chhattisgarh,2006,Waste to Energy,0.0,0.0
1674,Chhattisgarh,2006,Wind Power,0.0,0.0
1675,Chhattisgarh,2007,Bio-Mass Power,5.96,146.3
1676,Chhattisgarh,2007,Small Hydro Power,5.96,18.05
1677,Chhattisgarh,2007,Solar Power,5.96,0.0
1678,Chhattisgarh,2007,Waste to Energy,5.96,0.0
1679,Chhattisgarh,2007,Wind Power,5.96,0.0
1680,Chhattisgarh,2008,Bio-Mass Power,25.72,156.1
1681,Chhattisgarh,2008,Small Hydro Power,25.72,18.05
1682,Chhattisgarh,2008,Solar Power,25.72,0.0
1683,Chhattisgarh,2008,Waste to Energy,25.72,0.0
1684,Chhattisgarh,2008,Wind Power,25.72,0.0
1685,Chhattisgarh,2009,Bio-Mass Power,14.62,199.9
1686,Chhattisgarh,2009,Small Hydro Power,14.62,19.05
1687,Chhattisgarh,2009,Solar Power,14.62,0.0
1688,Chhattisgarh,2009,Waste to Energy,14.62,0.0
1689,Chhattisgarh,2009,Wind Power,14.62,0.0
1690,Chhattisgarh,2010,Bio-Mass Power,9.24,231.9
1691,Chhattisgarh,2010,Small Hydro Power,9.24,19.05
1692,Chhattisgarh,2010,Solar Power,9.24,0.0
1693,Chhattisgarh,2010,Waste to Energy,9.24,0.0
1694,Chhattisgarh,2010,Wind Power,9.24,0.0
1695,Chhattisgarh,2011,Bio-Mass Power,11.58,249.9
1696,Chhattisgarh,2011,Small Hydro Power,11.58,20.25
1697,Chhattisgarh,2011,Solar Power,11.58,4.0
1698,Chhattisgarh,2011,Waste to Energy,11.58,0.0
1699,Chhattisgarh,2011,Wind Power,11.58,0.0
1700,Chhattisgarh,2012,Bio-Mass Power,5.92,249.9
1701,Chhattisgarh,2012,Small Hydro Power,5.92,52.0
1702,Chhattisgarh,2012,Solar Power,5.92,4.0
1703,Chhattisgarh,2012,Waste to Energy,5.92,0.0
1704,Chhattisgarh,2012,Wind Power,5.92,0.0
1705,Chhattisgarh,2013,Bio-Mass Power,20.4,264.9
1706,Chhattisgarh,2013,Small Hydro Power,20.4,52.0
1707,Chhattisgarh,2013,Solar Power,20.4,7.1
1708,Chhattisgarh,2013,Waste to Energy,20.4,0.0
1709,Chhattisgarh,2013,Wind Power,20.4,0.0
1710,Chhattisgarh,2014,Bio-Mass Power,31.12,264.9
1711,Chhattisgarh,2014,Small Hydro Power,31.12,52.0
1712,Chhattisgarh,2014,Solar Power,31.12,7.6
1713,Chhattisgarh,2014,Waste to Energy,31.12,0.0
1714,Chhattisgarh,2014,Wind Power,31.12,0.0
1715,Chhattisgarh,2015,Bio-Mass Power,1.73,279.9
1716,Chhattisgarh,2015,Small Hydro Power,1.73,52.0
1717,Chhattisgarh,2015,Solar Power,1.73,93.58
1718,Chhattisgarh,2015,Waste to Energy,1.73,0.0
1719,Chhattisgarh,2015,Wind Power,1.73,0.0
1720,Chhattisgarh,2016,Bio-Mass Power,0.0,228.0
1721,Chhattisgarh,2016,Small Hydro Power,0.0,76.0
1722,Chhattisgarh,2016,Solar Power,0.0,128.86
1723,Chhattisgarh,2016,Waste to Energy,0.0,0.0
1724,Chhattisgarh,2016,Wind Power,0.0,0.0
1725,Chhattisgarh,2017,Bio-Mass Power,0.0,230.5
1726,Chhattisgarh,2017,Small Hydro Power,0.0,76.0
1727,Chhattisgarh,2017,Solar Power,0.0,231.35
1728,Chhattisgarh,2017,Waste to Energy,0.0,0.0
1729,Chhattisgarh,2017,Wind Power,0.0,0.0
1730,Chhattisgarh,2018,Bio-Mass Power,2.6,230.5
1731,Chhattisgarh,2018,Small Hydro Power,2.6,76.0
1732,Chhattisgarh,2018,Solar Power,2.6,231.35
1733,Chhattisgarh,2018,Waste to Energy ,2.6,0.0
1734,Chhattisgarh,2018,Wind Power,2.6,0.0
1735,Chhattisgarh,2019,Bio-Mass Power,3.9,244.5
1736,Chhattisgarh,2019,Small Hydro Power,3.9,76.0
1737,Chhattisgarh,2019,Solar Power,3.9,231.35
1738,Chhattisgarh,2019,Waste to Energy ,3.9,0.0
1739,Chhattisgarh,2019,Wind Power,3.9,0.0
1740,Chhattisgarh,2020,Bio-Mass Power,13.38,244.9
1741,Chhattisgarh,2020,Small Hydro Power,13.38,76.0
1742,Chhattisgarh,2020,Solar Power,13.38,445.21
1743,Chhattisgarh,2020,Waste to Energy ,13.38,0.41
1744,Chhattisgarh,2020,Wind Power,13.38,0.0
1745,Chhattisgarh,2021,Bio-Mass Power,13.38,274.59
1746,Chhattisgarh,2021,Small Hydro Power,13.38,76.0
1747,Chhattisgarh,2021,Solar Power,13.38,518.08
1748,Chhattisgarh,2021,Waste to Energy ,13.38,0.41
1749,Chhattisgarh,2021,Wind Power,13.38,0.0
1750,Madhya Pradesh,2006,Bio-Mass Power,0.0,1.0
1751,Madhya Pradesh,2006,Small Hydro Power,0.0,51.16
1752,Madhya Pradesh,2006,Solar Power,0.0,0.1
1753,Madhya Pradesh,2006,Waste to Energy,0.0,2.7
1754,Madhya Pradesh,2006,Wind Power,0.0,57.3
1755,Madhya Pradesh,2007,Bio-Mass Power,9.55,1.0
1756,Madhya Pradesh,2007,Small Hydro Power,9.55,71.16
1757,Madhya Pradesh,2007,Solar Power,9.55,0.1
1758,Madhya Pradesh,2007,Waste to Energy,9.55,2.75
1759,Madhya Pradesh,2007,Wind Power,9.55,187.7
1760,Madhya Pradesh,2008,Bio-Mass Power,5.75,1.0
1761,Madhya Pradesh,2008,Small Hydro Power,5.75,71.16
1762,Madhya Pradesh,2008,Solar Power,5.75,0.1
1763,Madhya Pradesh,2008,Waste to Energy,5.75,2.75
1764,Madhya Pradesh,2008,Wind Power,5.75,212.8
1765,Madhya Pradesh,2009,Bio-Mass Power,20.21,1.0
1766,Madhya Pradesh,2009,Small Hydro Power,20.21,71.16
1767,Madhya Pradesh,2009,Solar Power,20.21,0.1
1768,Madhya Pradesh,2009,Waste to Energy,20.21,2.7
1769,Madhya Pradesh,2009,Wind Power,20.21,229.4
1770,Madhya Pradesh,2010,Bio-Mass Power,30.39,1.0
1771,Madhya Pradesh,2010,Small Hydro Power,30.39,86.16
1772,Madhya Pradesh,2010,Solar Power,30.39,0.1
1773,Madhya Pradesh,2010,Waste to Energy,30.39,2.7
1774,Madhya Pradesh,2010,Wind Power,30.39,275.9
1775,Madhya Pradesh,2011,Bio-Mass Power,10.97,8.5
1776,Madhya Pradesh,2011,Small Hydro Power,10.97,86.16
1777,Madhya Pradesh,2011,Solar Power,10.97,2.1
1778,Madhya Pradesh,2011,Waste to Energy,10.97,3.9
1779,Madhya Pradesh,2011,Wind Power,10.97,376.4
1780,Madhya Pradesh,2012,Bio-Mass Power,67.49,16.0
1781,Madhya Pradesh,2012,Small Hydro Power,67.49,86.16
1782,Madhya Pradesh,2012,Solar Power,67.49,37.32
1783,Madhya Pradesh,2012,Waste to Energy,67.49,3.9
1784,Madhya Pradesh,2012,Wind Power,67.49,386.0
1785,Madhya Pradesh,2013,Bio-Mass Power,117.77,26.0
1786,Madhya Pradesh,2013,Small Hydro Power,117.77,86.16
1787,Madhya Pradesh,2013,Solar Power,117.77,347.17
1788,Madhya Pradesh,2013,Waste to Energy,117.77,3.9
1789,Madhya Pradesh,2013,Wind Power,117.77,423.4
1790,Madhya Pradesh,2014,Bio-Mass Power,94.46,36.0
1791,Madhya Pradesh,2014,Small Hydro Power,94.46,86.16
1792,Madhya Pradesh,2014,Solar Power,94.46,558.58
1793,Madhya Pradesh,2014,Waste to Energy,94.46,3.9
1794,Madhya Pradesh,2014,Wind Power,94.46,880.0
1795,Madhya Pradesh,2015,Bio-Mass Power,16.28,35.0
1796,Madhya Pradesh,2015,Small Hydro Power,16.28,86.16
1797,Madhya Pradesh,2015,Solar Power,16.28,776.37
1798,Madhya Pradesh,2015,Waste to Energy,16.28,3.9
1799,Madhya Pradesh,2015,Wind Power,16.28,2141.1
1800,Madhya Pradesh,2016,Bio-Mass Power,0.0,93.0
1801,Madhya Pradesh,2016,Small Hydro Power,0.0,86.16
1802,Madhya Pradesh,2016,Solar Power,0.0,857.04
1803,Madhya Pradesh,2016,Waste to Energy,0.0,3.9
1804,Madhya Pradesh,2016,Wind Power,0.0,2497.79
1805,Madhya Pradesh,2017,Bio-Mass Power,13.51,105.35
1806,Madhya Pradesh,2017,Small Hydro Power,13.51,86.16
1807,Madhya Pradesh,2017,Solar Power,13.51,1305.35
1808,Madhya Pradesh,2017,Waste to Energy,13.51,15.4
1809,Madhya Pradesh,2017,Wind Power,13.51,2519.89
1810,Madhya Pradesh,2018,Bio-Mass Power,9.14,105.35
1811,Madhya Pradesh,2018,Small Hydro Power,9.14,95.91
1812,Madhya Pradesh,2018,Solar Power,9.14,1840.16
1813,Madhya Pradesh,2018,Waste to Energy ,9.14,15.4
1814,Madhya Pradesh,2018,Wind Power,9.14,2519.89
1815,Madhya Pradesh,2019,Bio-Mass Power,4.2,105.35
1816,Madhya Pradesh,2019,Small Hydro Power,4.2,95.91
1817,Madhya Pradesh,2019,Solar Power,4.2,2258.46
1818,Madhya Pradesh,2019,Waste to Energy ,4.2,15.4
1819,Madhya Pradesh,2019,Wind Power,4.2,2519.89
1820,Madhya Pradesh,2020,Bio-Mass Power,3.34,107.35
1821,Madhya Pradesh,2020,Small Hydro Power,3.34,99.71
1822,Madhya Pradesh,2020,Solar Power,3.34,2544.71
1823,Madhya Pradesh,2020,Waste to Energy ,3.34,20.31
1824,Madhya Pradesh,2020,Wind Power,3.34,2519.89
1825,Madhya Pradesh,2021,Bio-Mass Power,3.34,107.35
1826,Madhya Pradesh,2021,Small Hydro Power,3.34,99.71
1827,Madhya Pradesh,2021,Solar Power,3.34,2717.95
1828,Madhya Pradesh,2021,Waste to Energy ,3.34,23.98
1829,Madhya Pradesh,2021,Wind Power,3.34,2519.89
1830,Gujarat,2006,Bio-Mass Power,0.0,0.0
1831,Gujarat,2006,Small Hydro Power,0.0,7.0
1832,Gujarat,2006,Solar Power,0.0,0.0
1833,Gujarat,2006,Waste to Energy,0.0,0.0
1834,Gujarat,2006,Wind Power,0.0,636.6
1835,Gujarat,2007,Bio-Mass Power,24.87,0.5
1836,Gujarat,2007,Small Hydro Power,24.87,7.0
1837,Gujarat,2007,Solar Power,24.87,0.0
1838,Gujarat,2007,Waste to Energy,24.87,0.5
1839,Gujarat,2007,Wind Power,24.87,1252.9
1840,Gujarat,2008,Bio-Mass Power,19.2,0.5
1841,Gujarat,2008,Small Hydro Power,19.2,7.0
1842,Lakshadweep,2014,Wind Power,0.0,0.0
1843,Gujarat,2008,Solar Power,19.2,0.0
1844,Gujarat,2008,Waste to Energy,19.2,0.5
1845,Gujarat,2008,Wind Power,19.2,1566.5
1846,Gujarat,2009,Bio-Mass Power,17.09,0.5
1847,Gujarat,2009,Small Hydro Power,17.09,12.6
1848,Gujarat,2009,Solar Power,17.09,0.0
1849,Gujarat,2009,Waste to Energy,17.09,0.0
1850,Gujarat,2009,Wind Power,17.09,1863.63
1851,Gujarat,2010,Bio-Mass Power,64.15,0.5
1852,Gujarat,2010,Small Hydro Power,64.15,15.6
1853,Gujarat,2010,Solar Power,64.15,5.0
1854,Gujarat,2010,Waste to Energy,64.15,0.0
1855,Gujarat,2010,Wind Power,64.15,2176.43
1856,Gujarat,2011,Bio-Mass Power,13.07,20.5
1857,Gujarat,2011,Small Hydro Power,13.07,15.6
1858,Gujarat,2011,Solar Power,13.07,604.89
1859,Gujarat,2011,Waste to Energy,13.07,0.0
1860,Gujarat,2011,Wind Power,13.07,2966.28
1861,Gujarat,2012,Bio-Mass Power,8.62,30.5
1862,Gujarat,2012,Small Hydro Power,8.62,15.6
1863,Gujarat,2012,Solar Power,8.62,857.9
1864,Gujarat,2012,Waste to Energy,8.62,0.0
1865,Gujarat,2012,Wind Power,8.62,3174.58
1866,Gujarat,2013,Bio-Mass Power,12.26,43.9
1867,Gujarat,2013,Small Hydro Power,12.26,15.6
1868,Gujarat,2013,Solar Power,12.26,916.4
1869,Gujarat,2013,Waste to Energy,12.26,0.0
1870,Gujarat,2013,Wind Power,12.26,3454.3
1871,Gujarat,2014,Bio-Mass Power,10.85,55.9
1872,Gujarat,2014,Small Hydro Power,10.85,16.6
1873,Gujarat,2014,Solar Power,10.85,1000.05
1874,Gujarat,2014,Waste to Energy,10.85,0.0
1875,Gujarat,2014,Wind Power,10.85,3645.0
1876,Gujarat,2015,Bio-Mass Power,27.58,56.3
1877,Gujarat,2015,Small Hydro Power,27.58,16.6
1878,Gujarat,2015,Solar Power,27.58,1119.17
1879,Gujarat,2015,Waste to Energy,27.58,0.0
1880,Gujarat,2015,Wind Power,27.58,4037.5
1881,Gujarat,2016,Bio-Mass Power,0.0,65.3
1882,Gujarat,2016,Small Hydro Power,0.0,16.6
1883,Gujarat,2016,Solar Power,0.0,1249.37
1884,Gujarat,2016,Waste to Energy,0.0,0.0
1885,Gujarat,2016,Wind Power,0.0,5340.62
1886,Gujarat,2017,Bio-Mass Power,18.59,65.3
1887,Gujarat,2017,Small Hydro Power,18.59,28.6
1888,Gujarat,2017,Solar Power,18.59,1588.0
1889,Gujarat,2017,Waste to Energy,18.59,0.0
1890,Gujarat,2017,Wind Power,18.59,5613.42
1891,Gujarat,2018,Bio-Mass Power,22.94,77.3
1892,Gujarat,2018,Small Hydro Power,22.94,61.3
1893,Gujarat,2018,Solar Power,22.94,2440.13
1894,Gujarat,2018,Waste to Energy ,22.94,0.0
1895,Gujarat,2018,Wind Power,22.94,6073.07
1896,Gujarat,2019,Bio-Mass Power,23.7,77.3
1897,Gujarat,2019,Small Hydro Power,23.7,68.95
1898,Gujarat,2019,Solar Power,23.7,2948.37
1899,Gujarat,2019,Waste to Energy ,23.7,0.0
1900,Gujarat,2019,Wind Power,23.7,7541.52
1901,Gujarat,2020,Bio-Mass Power,25.53,77.3
1902,Gujarat,2020,Small Hydro Power,25.53,82.69
1903,Gujarat,2020,Solar Power,25.53,4469.87
1904,Gujarat,2020,Waste to Energy ,25.53,22.57
1905,Gujarat,2020,Wind Power,25.53,8561.82
1906,Gujarat,2021,Bio-Mass Power,25.53,77.3
1907,Gujarat,2021,Small Hydro Power,25.53,89.39
1908,Gujarat,2021,Solar Power,25.53,7180.03
1909,Gujarat,2021,Waste to Energy ,25.53,31.96
1910,Gujarat,2021,Wind Power,25.53,9209.22
1911,Maharashtra,2006,Bio-Mass Power,0.0,76.0
1912,Maharashtra,2006,Small Hydro Power,0.0,209.33
1913,Maharashtra,2006,Solar Power,0.0,0.0
1914,Maharashtra,2006,Waste to Energy,0.0,1.0
1915,Maharashtra,2006,Wind Power,0.0,1487.7
1916,Maharashtra,2007,Bio-Mass Power,12.22,114.0
1917,Maharashtra,2007,Small Hydro Power,12.22,211.33
1918,Maharashtra,2007,Solar Power,12.22,0.0
1919,Maharashtra,2007,Waste to Energy,12.22,1.0
1920,Maharashtra,2007,Wind Power,12.22,1755.9
1921,Maharashtra,2008,Bio-Mass Power,9.01,185.5
1922,Maharashtra,2008,Small Hydro Power,9.01,211.33
1923,Maharashtra,2008,Solar Power,9.01,0.0
1924,Maharashtra,2008,Waste to Energy,9.01,1.0
1925,Maharashtra,2008,Wind Power,9.01,1938.9
1926,Maharashtra,2009,Bio-Mass Power,17.95,218.5
1927,Maharashtra,2009,Small Hydro Power,17.95,245.33
1928,Maharashtra,2009,Solar Power,17.95,0.0
1929,Maharashtra,2009,Waste to Energy,17.95,5.7
1930,Maharashtra,2009,Wind Power,17.95,2077.75
1931,Maharashtra,2010,Bio-Mass Power,21.28,403.0
1932,Maharashtra,2010,Small Hydro Power,21.28,275.13
1933,Maharashtra,2010,Solar Power,21.28,4.0
1934,Maharashtra,2010,Waste to Energy,21.28,5.72
1935,Maharashtra,2010,Wind Power,21.28,2316.75
1936,Maharashtra,2011,Bio-Mass Power,14.94,603.7
1937,Maharashtra,2011,Small Hydro Power,14.94,281.33
1938,Maharashtra,2011,Solar Power,14.94,20.0
1939,Maharashtra,2011,Waste to Energy,14.94,5.72
1940,Maharashtra,2011,Wind Power,14.94,2733.3
1941,Maharashtra,2012,Bio-Mass Power,34.42,756.9
1942,Maharashtra,2012,Small Hydro Power,34.42,299.93
1943,Maharashtra,2012,Solar Power,34.42,100.0
1944,Maharashtra,2012,Waste to Energy,34.42,9.72
1945,Maharashtra,2012,Wind Power,34.42,3021.85
1946,Maharashtra,2013,Bio-Mass Power,13.67,940.4
1947,Maharashtra,2013,Small Hydro Power,13.67,327.43
1948,Maharashtra,2013,Solar Power,13.67,249.25
1949,Maharashtra,2013,Waste to Energy,13.67,12.72
1950,Maharashtra,2013,Wind Power,13.67,4100.4
1951,Maharashtra,2014,Bio-Mass Power,6.87,1033.4
1952,Maharashtra,2014,Small Hydro Power,6.87,335.43
1953,Maharashtra,2014,Solar Power,6.87,360.75
1954,Maharashtra,2014,Waste to Energy,6.87,12.72
1955,Maharashtra,2014,Wind Power,6.87,4446.0
1956,Maharashtra,2015,Bio-Mass Power,15.64,1220.78
1957,Maharashtra,2015,Small Hydro Power,15.64,339.88
1958,Maharashtra,2015,Solar Power,15.64,385.76
1959,Maharashtra,2015,Waste to Energy,15.64,12.72
1960,Maharashtra,2015,Wind Power,15.64,4654.15
1961,Maharashtra,2016,Bio-Mass Power,0.0,2065.0
1962,Maharashtra,2016,Small Hydro Power,0.0,346.18
1963,Maharashtra,2016,Solar Power,0.0,452.37
1964,Maharashtra,2016,Waste to Energy,0.0,12.72
1965,Maharashtra,2016,Wind Power,0.0,4771.33
1966,Maharashtra,2017,Bio-Mass Power,8.57,2186.4
1967,Maharashtra,2017,Small Hydro Power,8.57,373.18
1968,Maharashtra,2017,Solar Power,8.57,1239.18
1969,Maharashtra,2017,Waste to Energy,8.57,12.59
1970,Maharashtra,2017,Wind Power,8.57,4783.93
1971,Maharashtra,2018,Bio-Mass Power,4.06,2516.1
